Armazem;Deposito;         ;Produto;Descricao;Unidade;Saldo Anterior;Entradas;Saidas;Saldo Atual;Transito;Disponivel;Inventario;Diferenca;Diferenca Congelamento;Trans_Ant;Trans_Ant_nao_carregado;Trans_Dia_nao_carregado;Comodato OP03;Venda Vas OP85;Valorizacao;Sinal;               ;               ;               ;               ;               ;Saldo Unitário ;               ;               ;               ;               ;               ;               ;               ;Sub-Depósitos  ;Saldo Atual Real;Saldo Grade Real
01;20;000;00007981;GATORADE LARANJA PET 500ML SIXPACK           ;cx  ;      1.086/01 ;          3/00;          0/00;      1.089/01 ;         80/00 ;      1.009/01 ;          0/00 ;      1.009/01-;          0/00 ;         47/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000011938,4416686;-;  ;     ;                   ;                   ;                   ; 00000006055;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      1.089/01 ;      1.009/01 
01;20;000;00007982;GATORADE LIMAO PET 500ML SIXPACK             ;cx  ;      1.915/02 ;          4/00;          0/00;      1.919/02 ;         73/00 ;      1.846/02 ;          0/00 ;      1.846/02-;          0/00 ;         36/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000022045,2200000;-;  ;     ;                   ;                   ;                   ; 00000011078;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      1.919/02 ;      1.846/02 
01;20;000;00007983;GATORADE MORANGO-MARACUJA PET 500ML SIXPACK  ;cx  ;        822/02 ;          3/00;          0/00;        825/02 ;         39/00 ;        786/02 ;          0/00 ;        786/02-;          0/00 ;         45/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000009286,5966650;-;  ;     ;                   ;                   ;                   ; 00000004718;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        825/02 ;        786/02 
01;20;000;00008037;CHOPP CLARO STELLA ARTOIS BARRIL KEG 30L     ;L   ;         80/00 ;          0/00;          0/00;         80/00 ;         30/00 ;         50/00 ;          0/00 ;         50/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000005083,0000000;-;  ;     ;                   ;                   ;                   ; 00000000050;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         80/00 ;         50/00 
01;20;000;00008336;ORIGINAL ONE WAY 600ML CX 12                 ;cx  ;          0/05 ;          0/00;          0/00;          0/05 ;          0/00 ;          0/05 ;          0/00 ;          0/05-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000014,3541666;-;  ;     ;                   ;                   ;                   ; 00000000005;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          0/05 ;          0/05 
01;20;000;00008411;GUARANA CHP ANTARCTICA PET 1,5 SHRINK C/6    ;cx  ;         66/00 ;          0/00;          0/00;         66/00 ;          0/00 ;         66/00 ;          0/00 ;         66/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000001069,2000000;-;  ;     ;                   ;                   ;                   ; 00000000396;            ;                   ;                   ;                   ;                   ;                   ;                   ;         32/00 ;         34/00 ;         34/00 
01;20;000;00008753;GATORADE TROPICAL PET 500ML SIXPACK          ;cx  ;          1/00 ;          0/00;          0/00;          1/00 ;          0/00 ;          1/00 ;          0/00 ;          1/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000000,0000000;-;  ;     ;                   ;                   ;                   ; 00000000006;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          1/00 ;          1/00 
01;20;000;00008791;H2OH LIMAO C/GAS PET 500ML CAIXA C/12        ;cx  ;      5.672/10 ;          0/00;          0/00;      5.672/10 ;        469/00 ;      5.203/10 ;          0/00 ;      5.203/10-;          0/00 ;         39/00 ;          0/00 ;        336/00 ;          0/00 ;          0/00 ;00000089193,7033125;-;  ;     ;                   ;                   ;                   ; 00000062446;            ;                   ;                   ;                   ;                   ;                   ;                   ;         93/00 ;      5.579/10 ;      5.110/10 
01;20;000;00008793;H2OH LIMAO C/GAS PET 1,5L CAIXA C/6          ;cx  ;          7/02 ;          0/00;          0/00;          7/02 ;          0/00 ;          7/02 ;          0/00 ;          7/02-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000136,4000000;-;  ;     ;                   ;                   ;                   ; 00000000044;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          7/02 ;          7/02 
01;20;000;00008919;GUARANA CHP ANTARCTICA PET 600ML CX12 NPAL   ;cx  ;          1/05 ;          0/00;          0/00;          1/05 ;          0/00 ;          1/05 ;          0/00 ;          1/05-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000023,5733333;-;  ;     ;                   ;                   ;                   ; 00000000017;            ;                   ;                   ;                   ;                   ;                   ;                   ;          2/00 ;          0/07-;          0/07-
01;20;000;00009067;ANTARCTICA PILSEN LATA 350ML SH C/12 NPAL    ;cx  ;        186/01 ;          0/00;          0/00;        186/01 ;         41/00 ;        145/01 ;          0/00 ;        145/01-;          0/00 ;         52/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000002047,1258327;-;  ;     ;                   ;                   ;                   ; 00000001741;            ;                   ;                   ;                   ;                   ;                   ;                   ;         10/00 ;        176/01 ;        135/01 
01;20;000;00009068;SKOL LATA 350ML SH C/12 NPAL                 ;cx  ;        572/10 ;          1/00;          0/00;        573/10 ;         54/00 ;        519/10 ;          0/00 ;        519/10-;          0/00 ;         20/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000007579,1700000;-;  ;     ;                   ;                   ;                   ; 00000006238;            ;                   ;                   ;                   ;                   ;                   ;                   ;          1/00 ;        572/10 ;        518/10 
01;20;000;00009069;BRAHMA CHOPP LATA 350ML SH C/12 NPAL         ;cx  ;        249/10 ;          2/00;          0/00;        251/10 ;         30/00 ;        221/10 ;          0/00 ;        221/10-;          0/00 ;         22/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000003059,0816675;-;  ;     ;                   ;                   ;                   ; 00000002662;            ;                   ;                   ;                   ;                   ;                   ;                   ;        163/00 ;         88/10 ;         58/10 
01;20;000;00009071;CARACU LATA 350ML SH C/12 NPAL               ;cx  ;          0/01 ;          0/00;          0/00;          0/01 ;          0/00 ;          0/01 ;          0/00 ;          0/01-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000001,6933333;-;  ;     ;                   ;                   ;                   ; 00000000001;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          0/01 ;          0/01 
01;20;000;00009072;BOHEMIA NOVA EMBALAGEM LATA 350ML SH C/12 NPA;cx  ;        288/06 ;          0/00;          0/00;        288/06 ;          4/00 ;        284/06 ;          0/00 ;        284/06-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000004802,3600011;-;  ;     ;                   ;                   ;                   ; 00000003414;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        288/06 ;        284/06 
01;20;000;00009081;MALZBIER BRAHMA LATA 350ML SH C/12 NPAL      ;cx  ;        128/04 ;          1/00;          0/00;        129/04 ;         17/00 ;        112/04 ;          0/00 ;        112/04-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000002317,4366671;-;  ;     ;                   ;                   ;                   ; 00000001348;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        129/04 ;        112/04 
01;20;000;00009083;SKOL LT 473ML SH C/12 NPAL                   ;cx  ;      8.511/00 ;          2/00;          0/00;      8.513/00 ;        550/03 ;      7.962/09 ;          0/00 ;      7.962/09-;          0/00 ;        108/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000153203,3099681;-;  ;     ;                   ;                   ;                   ; 00000095553;            ;                   ;                   ;                   ;                   ;                   ;                   ;        492/00 ;      8.021/00 ;      7.470/09 
01;20;000;00009084;GUARANA CHP ANTARCTICA LATA 350ML SH C/12 NPA;cx  ;     31.448/06 ;         13/00;          0/00;     31.461/06 ;      1.562/00 ;     29.899/06 ;          0/00 ;     29.899/06-;          0/00 ;        206/00 ;          0/00 ;        858/00 ;          0/00 ;          0/00 ;00000412015,1098804;-;  ;     ;                   ;                   ;                   ; 00000358794;            ;                   ;                   ;                   ;                   ;                   ;                   ;        164/00 ;     31.297/06 ;     29.735/06 
01;20;000;00009085;GUARANA CHP ANTARCTICA DIET LATA 350ML SH C/1;cx  ;      7.930/04 ;         10/00;          0/00;      7.940/04 ;        841/00 ;      7.099/04 ;          0/00 ;      7.099/04-;          0/00 ;        144/00 ;          0/00 ;        572/00 ;          0/00 ;          0/00 ;00000101023,5133049;-;  ;     ;                   ;                   ;                   ; 00000085192;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      7.940/04 ;      7.099/04 
01;20;000;00009087;SODA LIMONADA ANTARCTICA LATA 350ML SH C/12 N;cx  ;         38/06 ;          0/00;          0/00;         38/06 ;         44/00 ;          5/06-;          0/00 ;          5/06 ;          0/00 ;          3/00 ;          0/00 ;         30/00 ;          0/00 ;          0/00 ;00000000079,0350000; ;  ;     ;                   ;                   ;                   ;-00000000066;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         38/06 ;          5/06-
01;20;000;00009089;SUKITA LATA 350ML SH C/12 NPAL               ;cx  ;        164/04 ;          0/00;          0/00;        164/04 ;         25/00 ;        139/04 ;          0/00 ;        139/04-;          0/00 ;         23/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000001871,2466672;-;  ;     ;                   ;                   ;                   ; 00000001672;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        164/04 ;        139/04 
01;20;000;00009091;TONICA ANTARCTICA LATA 350ML SH C/12 NPAL    ;cx  ;      1.511/11 ;          1/00;          0/00;      1.512/11 ;         53/00 ;      1.459/11 ;          0/00 ;      1.459/11-;          0/00 ;         20/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000023271,0716608;-;  ;     ;                   ;                   ;                   ; 00000017519;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      1.512/11 ;      1.459/11 
01;20;000;00009092;TONICA ANTARCTICA DIET LATA 350ML SH C/12 NPA;cx  ;      2.281/06 ;          0/00;          0/00;      2.281/06 ;         25/00 ;      2.256/06 ;          0/00 ;      2.256/06-;          0/00 ;         50/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000036690,6900000;-;  ;     ;                   ;                   ;                   ; 00000027078;            ;                   ;                   ;                   ;                   ;                   ;                   ;      1.430/00 ;        851/06 ;        826/06 
01;20;000;00009093;PEPSI TWIST LATA 350ML SH C/12 NPAL          ;cx  ;        445/04 ;          4/00;          0/00;        449/04 ;          5/00 ;        444/04 ;          0/00 ;        444/04-;          0/00 ;          3/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000005896,3033315;-;  ;     ;                   ;                   ;                   ; 00000005332;            ;                   ;                   ;                   ;                   ;                   ;                   ;        392/00 ;         57/04 ;         52/04 
